Name,Rarity,Price
Stunfisk,Common,$0.09 
Tag Switch,Uncommon,$0.17 
Talonflame,Rare,$0.25 
Tapu Koko,Holo Rare,$0.51 
Terrakion,Holo Rare,$0.43 
Tirtouga,Uncommon,$0.24 
Toxapex,Rare,$0.22 
Tsareena,Holo Rare,$0.54 
Tynamo (64),Common,$0.07 
Umbreon & Darkrai GX,Ultra Rare,$8.14 
Unidentified Fossil,Uncommon,$0.19 
U-Turn Board (Secret),Secret Rare,$5.05 
Victini,Holo Rare,$0.69 
Viridian Forest (Secret),Secret Rare,$17.48 
Weakness Guard Energy (Secret),Secret Rare,$6.72 
Whimsicott,Rare,$0.28 
Wynaut,Uncommon,$0.24 
Yanma,Common,$0.08 
Yungoos,Common,$0.08 
Zygarde,Rare,$0.23 
Aegislash,Holo Rare,$0.33 
Aerodactyl GX (Full Art),Ultra Rare,$4.43 
Alolan Grimer,Common,$0.22 
Alolan Raichu,Holo Rare,$1.34 
Araquanid,Rare,$0.20 
Archeops,Rare,$0.48 
Axew,Common,$0.14 
Basculin,Uncommon,$0.11 
Bibarel,Uncommon,$0.11 
Blaine's Quiz Show,Uncommon,$0.22 
Blue's Tactics,Uncommon,$0.17 
Bounsweet,Common,$0.07 
Bug Catcher,Uncommon,$0.21 
Carracosta,Uncommon,$0.25 
Chandelure,Holo Rare,$0.67 
Channeler (Full Art),Ultra Rare,$8.60 
Cherish Ball (Secret),Secret Rare,$11.95 
Coach Trainer (Full Art),Ultra Rare,$9.94 
Code Card - Power Partnership Tin [Lucario & Melmetal GX],Code Card,$0.25 
Code Card - Unified Minds Booster Pack,Code Card,$0.20 
Cosmog,Common,$0.07 
Cresselia,Uncommon,$0.19 
Cryogonal,Common,$0.13 
Dark City,Uncommon,$0.46 
Dewpider,Common,$0.07 
Doublade,Uncommon,$0.13 
Dragonair (150),Uncommon,$0.25 
Dragonite GX,Ultra Rare,$6.38 
Dragonite GX (Secret),Secret Rare,$45.78 
Dratini (147),Common,$0.20 
Drifblim,Rare,$0.24 
Drilbur,Common,$0.10 
Dwebble,Common,$0.13 
Eelektrik,Uncommon,$0.11 
Elgyem,Uncommon,$0.21 
Espeon & Deoxys GX,Ultra Rare,$4.79 
Exeggcute,Common,$0.11 
Finneon,Common,$0.15 
Fletchling,Common,$0.09 
Fomantis,Common,$0.13 
Fraxure,Uncommon,$0.21 
Gabite,Uncommon,$0.15 
Garchomp,Holo Rare,$0.92 
Garchomp & Giratina GX (Full Art),Ultra Rare,$8.63 
Giant Bomb,Uncommon,$0.24 
Giant Hearth,Uncommon,$0.20 
Giratina,Holo Rare,$1.33 
Great Potion,Uncommon,$0.12 
Grimsley (Full Art),Ultra Rare,$6.57 
Hapu,Uncommon,$0.38 
Heatran GX,Ultra Rare,$1.76 
Heatran GX (Secret),Secret Rare,$6.93 
Honchkrow,Rare,$0.27 
Honedge (93),Common,$0.07 
Hoothoot,Common,$0.13 
Joltik,Common,$0.08 
Kangaskhan,Holo Rare,$0.51 
Karate Belt (Secret),Secret Rare,$4.97 
Keldeo GX,Ultra Rare,$2.17 
Keldeo GX (Secret),Secret Rare,$8.06 
Lampent,Uncommon,$0.11 
Latias,Rare,$0.28 
Latios GX (Full Art),Ultra Rare,$6.15 
Leavanny,Rare,$0.27 
Lickitung,Common,$0.12 
Litwick (27),Common,$0.21 
Lucario,Rare,$0.27 
Lurantis,Uncommon,$0.22 
Magmortar,Rare,$0.24 
Magneton,Uncommon,$0.23 
Mareanie,Common,$0.08 
Mawile GX (Full Art),Ultra Rare,$4.01 
Medicham,Rare,$0.23 
Mega Sableye & Tyranitar GX,Ultra Rare,$6.12 
Mega Sableye & Tyranitar GX (Full Art),Ultra Rare,$8.62 
Meloetta,Rare,$0.24 
Mewtwo & Mew GX,Ultra Rare,$18.11 
Mewtwo & Mew GX (Secret),Secret Rare,$96.19 
Misty's Favor (Full Art),Ultra Rare,$78.47 
Munna,Common,$0.13 
Murkrow (129),Common,$0.12 
Naganadel GX,Ultra Rare,$1.72 
Naganadel GX (Secret),Secret Rare,$8.06 
Noctowl,Uncommon,$0.17 
Noivern,Rare,$0.29 
Numel,Common,$0.09 
Oranguru,Uncommon,$0.14 
Pikachu (55),Common,$0.31 
Poipole,Common,$0.18 
Poke Maniac (Full Art),Ultra Rare,$8.24 
Purrloin,Common,$0.08 
Raichu & Alolan Raichu GX,Ultra Rare,$4.00 
Raichu & Alolan Raichu GX (Full Art),Ultra Rare,$10.51 
Recycle Energy,Uncommon,$0.34 
Relicanth,Uncommon,$0.16 
Reset Stamp (Secret),Secret Rare,$5.82 
Riolu (116),Common,$0.24 
Rowlet & Alolan Exeggutor GX (Alternate Full Art),Ultra Rare,$17.92 
Rowlet & Alolan Exeggutor GX (Secret),Secret Rare,$9.94 
Salandit (33),Common,$0.06 
Salazzle (34),Rare,$0.20 
Scrafty,Rare,$0.21 
Sewaddle (6),Common,$0.11 
Shroomish,Common,$0.08 
Skorupi,Common,$0.08 
Slakoth (167),Common,$0.09 
Slowpoke & Psyduck GX,Ultra Rare,$5.99 
Slowpoke & Psyduck GX (Full Art),Ultra Rare,$12.69 
Slumbering Forest,Uncommon,$0.23 
Snorunt,Common,$0.14 
Stadium Nav,Uncommon,$0.28 
Steenee,Uncommon,$0.14 
Swadloon,Uncommon,$0.21 
Tag Switch (Secret),Secret Rare,$4.36 
Tapu Fini,Rare,$0.32 
Tauros,Uncommon,$0.17 
Thundurus,Uncommon,$0.23 
Tornadus,Uncommon,$0.22 
Tranquill,Uncommon,$0.14 
Tynamo (63),Common,$0.05 
Type: Null,Uncommon,$0.25 
Unfezant,Rare,$0.18 
U-Turn Board,Uncommon,$0.61 
Uxie,Holo Rare,$0.65 
Vigoroth,Uncommon,$0.17 
Weakness Guard Energy,Uncommon,$1.04 
Weavile GX,Ultra Rare,$2.45 
Wimpod,Common,$0.16 
Xurkitree,Rare,$0.30 
Yanmega,Uncommon,$0.12 
Yveltal,Holo Rare,$0.44 
Aggron,Rare,$0.25 
Alolan Dugtrio,Rare,$0.22 
Arcanine,Holo Rare,$1.28 
Aron,Common,$0.10 
Beast Bringer (Secret),Secret Rare,$3.54 
Blacephalon,Rare,$0.44 
Blastoise GX (Secret),Secret Rare,$88.08 
Carvanha,Common,$0.09 
Celesteela GX,Ultra Rare,$1.99 
Celesteela GX (Secret),Secret Rare,$5.78 
Chatot,Uncommon,$0.10 
Clefable,Rare,$0.27 
Cleffa,Uncommon,$0.22 
Cottonee,Common,$0.09 
Crabrawler,Common,$0.07 
Cubone,Common,$0.15 
Darumaka,Common,$0.11 
Dedenne GX (Full Art),Ultra Rare,$5.78 
Devolution Spray Z,Uncommon,$0.11 
Diglett,Common,$0.09 
Doduo,Common,$0.10 
Dugtrio,Rare,$0.19 
Dust Island,Uncommon,$0.20 
Electromagnetic Radar,Uncommon,$0.10 
Energy Spinner,Uncommon,$0.17 
Fairy Charm Ability,Uncommon,$0.11 
Fearow,Uncommon,$0.21 
Fire Crystal (Secret),Secret Rare,$6.55 
Frogadier,Uncommon,$0.14 
Gardevoir & Sylveon GX (204) (Full Art),Ultra Rare,$12.93 
Gardevoir & Sylveon GX (Secret),Secret Rare,$32.20 
Gastly (68),Common,$0.11 
Gengar,Rare,$1.25 
Giovanni's Exile,Uncommon,$0.12 
Gligar,Common,$0.08 
Gloom,Uncommon,$0.24 
Goldeen,Common,$0.10 
Graveler,Uncommon,$0.10 
Green's Exploration (Full Art),Ultra Rare,$47.09 
Greninja & Zoroark GX,Ultra Rare,$7.38 
Greninja & Zoroark GX (201) (Full Art),Ultra Rare,$29.24 
Growlithe,Common,$0.17 
Happiny,Uncommon,$0.20 
Hitmontop,Uncommon,$0.19 
Honchkrow GX (Full Art),Ultra Rare,$3.25 
Hypno,Rare,$0.24 
Inkay,Common,$0.08 
Janine (Full Art),Ultra Rare,$11.83 
Kartana,Holo Rare,$0.49 
Koffing,Common,$0.19 
Koga's Trap (Full Art),Ultra Rare,$10.27 
Krokorok,Uncommon,$0.10 
Kyurem,Holo Rare,$0.40 
Landorus,Holo Rare,$0.51 
Lickitung,Common,$0.10 
Litten (27),Common,$0.13 
Lucario,Holo Rare,$0.57 
Lucario & Melmetal GX (Full Art),Ultra Rare,$5.78 
Malamar,Holo Rare,$0.36 
Marshadow,Holo Rare,$1.59 
Marshadow & Machamp GX (198) (Full Art),Ultra Rare,$5.65 
Marshadow & Machamp GX (Secret),Secret Rare,$13.05 
Melmetal,Holo Rare,$0.67 
Meowstic,Rare,$0.26 
Metal Core Barrier,Uncommon,$0.21 
Metapod,Uncommon,$0.15 
Mewtwo,Rare,$0.66 
Mismagius,Rare,$0.24 
Molayne (Full Art),Ultra Rare,$4.19 
Muk & Alolan Muk GX (196) (Full Art),Ultra Rare,$5.44 
Muk & Alolan Muk GX (Secret),Secret Rare,$9.12 
Oddish (5),Common,$0.17 
Persian,Rare,$0.30 
Persian GX (Full Art),Ultra Rare,$2.91 
Pheromosa & Buzzwole GX,Ultra Rare,$2.70 
Pheromosa & Buzzwole GX (192) (Alternate Full Art),Ultra Rare,$11.46 
Pikachu,Common,$0.33 
Pokegear 3.0 (Secret),Secret Rare,$10.87 
Poliwag (37),Common,$0.11 
Poliwrath,Rare,$0.43 
Porygon (155),Common,$0.27 
Porygon-Z,Holo Rare,$0.69 
Purugly,Rare,$0.22 
Quagsire,Rare,$0.21 
Raticate,Uncommon,$0.15 
Red's Challenge,Holo Rare,$0.45 
Reshiram & Charizard GX,Ultra Rare,$11.30 
Reshiram & Charizard GX (Secret),Secret Rare,$161.42 
Rhyhorn (92),Common,$0.11 
Rhyperior,Rare,$0.25 
Salandit,Common,$0.07 
Samson Oak,Uncommon,$0.11 
Sandile (114),Common,$0.11 
Sandslash,Rare,$0.28 
Seel,Common,$0.11 
Slowbro,Holo Rare,$0.89 
Snorlax,Holo Rare,$3.57 
Spiritomb,Holo Rare,$0.79 
Squirtle,Common,$0.34 
Stealthy Hood,Uncommon,$0.23 
Surprise Box,Uncommon,$0.15 
Tangrowth,Rare,$0.23 
Tentacruel,Uncommon,$0.12 
Togepi,Common,$0.26 
Torracat,Uncommon,$0.16 
Triple Acceleration Energy (Secret),Secret Rare,$5.68 
Ultra Forest Kartenvoy,Uncommon,$0.09 
Venomoth GX,Ultra Rare,$1.76 
Venomoth GX (Secret),Secret Rare,$6.33 
Venonat (9),Common,$0.20 
Vikavolt,Holo Rare,$0.39 
Volcanion,Holo Rare,$0.62 
Weepinbell,Uncommon,$0.13 
Welder,Uncommon,$0.30 
Whimsicott GX,Ultra Rare,$2.11 
Whimsicott GX (Secret),Secret Rare,$7.31 
Wooper,Common,$0.12 
Zubat,Common,$0.09 
Alolan Diglett,Common,$0.09 
Arbok,Rare,$0.22 
Aromatisse,Rare,$0.26 
Beast Bringer,Uncommon,$0.11 
Bellsprout,Common,$0.08 
Blastoise GX,Ultra Rare,$4.24 
Butterfree,Rare,$0.30 
Caterpie,Common,$0.14 
Celesteela GX (Full Art),Ultra Rare,$2.97 
Charjabug,Uncommon,$0.25 
Chip-Chip Ice Axe,Uncommon,$0.12 
Clefairy,Common,$0.09 
Code Card - Unbroken Bonds Booster Pack,Code Card,$0.29 
Crabominable,Rare,$0.22 
Crobat,Holo Rare,$0.43 
Darmanitan,Rare,$0.22 
Dedenne GX,Ultra Rare,$4.05 
Dedenne GX (Secret),Secret Rare,$12.78 
Dewgong,Rare,$0.32 
Dodrio,Uncommon,$0.21 
Drowzee,Common,$0.10 
Dusk Stone,Uncommon,$0.16 
Ekans,Common,$0.10 
Electromagnetic Radar (Secret),Secret Rare,$3.22 
Espurr,Common,$0.20 
Fairy Charm L,Uncommon,$0.11 
Fire Crystal,Uncommon,$0.19 
Froakie,Common,$0.13 
Gardevoir & Sylveon GX,Ultra Rare,$9.48 
Gardevoir & Sylveon GX (205) (Full Art),Ultra Rare,$55.63 
Gastly (67),Common,$0.27 
Genesect,Rare,$0.27 
Geodude,Common,$0.10 
Glameow,Common,$0.12 
Gliscor,Uncommon,$0.11 
Golbat,Uncommon,$0.16 
Golem,Holo Rare,$0.38 
Green's Exploration,Uncommon,$0.16 
Greninja,Holo Rare,$1.13 
Greninja & Zoroark GX (200) (Full Art),Ultra Rare,$8.34 
Greninja & Zoroark GX (Secret),Secret Rare,$18.97 
Grubbin,Common,$0.19 
Haunter,Uncommon,$0.23 
Honchkrow GX,Ultra Rare,$2.11 
Honchkrow GX (Secret),Secret Rare,$6.27 
Incineroar,Rare,$0.27 
Janine,Uncommon,$0.17 
Jigglypuff,Common,$0.23 
Kingler,Rare,$0.25 
Koga's Trap,Uncommon,$0.21 
Krabby,Common,$0.10 
Krookodile,Rare,$0.26 
Lairon,Uncommon,$0.12 
Lickilicky,Rare,$0.23 
Litten (26),Common,$0.10 
Lt. Surge's Strategy,Uncommon,$0.12 
Lucario & Melmetal GX,Ultra Rare,$4.03 
Lucario & Melmetal GX (Secret),Secret Rare,$16.52 
Marowak,Rare,$0.29 
Marshadow & Machamp GX,Ultra Rare,$4.84 
Marshadow & Machamp GX (199) (Full Art),Ultra Rare,$19.21 
Martial Arts Dojo,Uncommon,$0.30 
Meltan,Common,$0.12 
Meowth,Common,$0.27 
Metal Core Barrier (Secret),Secret Rare,$3.86 
Mew,Holo Rare,$4.02 
Misdreavus,Common,$0.08 
Molayne,Uncommon,$0.09 
Muk & Alolan Muk GX,Ultra Rare,$3.91 
Muk & Alolan Muk GX (197) (Full Art),Ultra Rare,$12.03 
Murkrow,Common,$0.09 
Oddish (6),Common,$0.14 
Persian GX,Ultra Rare,$1.71 
Persian GX (Secret),Secret Rare,$7.47 
Pheromosa & Buzzwole GX (191) (Full Art),Ultra Rare,$4.19 
Pheromosa & Buzzwole GX (Secret),Secret Rare,$8.06 
Pokegear 3.0,Uncommon,$0.27 
Poliwag (36),Common,$0.09 
Poliwhirl,Uncommon,$0.19 
Porygon (154),Common,$0.11 
Porygon2,Uncommon,$0.24 
Power Plant,Uncommon,$0.19 
Pyukumuku,Uncommon,$0.25 
Raichu,Rare,$0.30 
Rattata,Common,$0.14 
Red's Challenge (Full Art),Ultra Rare,$45.69 
Reshiram & Charizard GX (Full Art),Ultra Rare,$29.21 
Rhydon,Uncommon,$0.20 
Rhyhorn (93),Common,$0.09 
Riolu,Common,$0.11 
Salazzle,Rare,$0.33 
Sandile (113),Common,$0.13 
Sandshrew,Common,$0.11 
Seaking,Rare,$0.21 
Sharpedo,Rare,$0.29 
Slowpoke,Common,$0.11 
Spearow,Common,$0.07 
Spritzee,Common,$0.15 
Stakataka,Holo Rare,$0.91 
Stunfisk,Rare,$0.22 
Tangela,Common,$0.10 
Tentacool,Common,$0.11 
Togekiss,Holo Rare,$0.57 
Togetic,Uncommon,$0.31 
Triple Acceleration Energy,Uncommon,$0.30 
Tyrogue,Uncommon,$0.20 
Venomoth,Rare,$0.46 
Venomoth GX (Full Art),Ultra Rare,$3.15 
Venonat (10),Common,$0.24 
Victreebel,Rare,$0.27 
Vileplume,Holo Rare,$0.59 
Wartortle,Uncommon,$1.00 
Weezing,Rare,$0.35 
Welder (Full Art),Ultra Rare,$23.13 
Whimsicott GX (Full Art),Ultra Rare,$2.75 
Wigglytuff,Rare,$0.27 
Zeraora,Rare,$0.41 
Arcanine,Rare,$1.97 
Charizard,Holo Rare,$10.70 
Code Card - Detective Pikachu 4 Card Booster Pack,Code Card,$0.20 
Detective Pikachu,Rare,$3.06 
Greninja,Holo Rare,$3.52 
Lickitung (Holo Common),Common,$0.22 
Machamp,Rare,$1.19 
Mewtwo,Holo Rare,$5.19 
Mr. Mime,Rare,$1.55 
Slaking,Rare,$1.25 
Bulbasaur (Holo Common),Common,$0.51 
Charmander (Holo Common),Common,$0.28 
Code Card - Detective Pikachu Case File,Code Card,$0.24 
Ditto,Holo Rare,$4.12 
Jigglypuff (Holo Common),Common,$0.24 
Ludicolo,Rare,$0.64 
Magikarp (Holo Common),Common,$0.22 
Morelull (Holo Common),Common,$0.20 
Psyduck (Holo Common),Common,$0.20 
Snubbull (Holo Common),Common,$0.23 
Absol,Holo Rare,$1.02 
Aerodactyl,Rare,$0.80 
Alolan Exeggutor (115),Rare,$0.27 
Alolan Geodude (35),Common,$0.17 
Alolan Graveler,Uncommon,$0.19 
Alolan Marowak,Rare,$0.36 
Alolan Ninetales,Holo Rare,$1.89 
Ampharos GX (Full Art),Ultra Rare,$7.38 
Articuno,Holo Rare,$2.13 
Bill's Analysis,Holo Rare,$0.54 
Black Market Prism Star,Prism Rare,$1.95 
Blitzle,Common,$0.09 
Brock's Grit (Full Art),Ultra Rare,$23.54 
Bronzor,Common,$0.30 
Celebi & Venusaur GX,Ultra Rare,$6.71 
Celebi & Venusaur GX (Secret),Secret Rare,$28.56 
Charmander (11),Common,$0.26 
Charmeleon,Uncommon,$0.26 
Cobalion GX (Full Art),Ultra Rare,$3.52 
Code Card - TAG TEAM Tin [Eevee & Snorlax GX],Code Card,$2.30 
Code Card - Team Up Booster Pack,Code Card,$0.22 
Cosmog,Common,$0.24 
Dana (Full Art),Ultra Rare,$18.61 
Dangerous Drill (Secret),Secret Rare,$4.00 
Doublade,Uncommon,$0.21 
Dragonite,Holo Rare,$1.29 
Dratini (117),Common,$0.21 
Eevee & Snorlax GX (Full Art),Ultra Rare,$31.71 
Electrocharger,Uncommon,$0.14 
Electrode,Holo Rare,$0.78 
Erika's Hospitality,Holo Rare,$0.42 
Evelyn,Uncommon,$0.18 
Exeggcute,Common,$0.08 
Fairy Energy (2019 Unnumbered),Common,$0.07 
Ferroseed,Common,$0.10 
Fighting Energy (2019 Unnumbered),Common,$0.07 
Flaaffy,Uncommon,$0.25 
Gengar & Mimikyu GX,Ultra Rare,$17.74 
Gengar & Mimikyu GX (Full Art),Ultra Rare,$30.75 
Golduck,Uncommon,$0.11 
Grass Memory,Uncommon,$0.11 
Gyarados,Holo Rare,$2.63 
Helioptile,Common,$0.10 
Hitmonlee,Uncommon,$0.22 
Hoopa GX,Ultra Rare,$2.47 
Hoopa GX (Secret),Secret Rare,$12.21 
Incineroar GX (Full Art),Ultra Rare,$5.40 
Ingo & Emmet,Uncommon,$0.17 
Jasmine,Uncommon,$0.22 
Jirachi,Holo Rare,$3.96 
Judge Whistle,Uncommon,$0.18 
Jynx,Uncommon,$0.18 
Kabutops,Rare,$0.90 
Kangaskhan,Uncommon,$0.24 
Lapras,Rare,$0.44 
Latias & Latios GX,Ultra Rare,$6.92 
Latias & Latios GX (Full Art),Ultra Rare,$20.63 
Lavender Town,Uncommon,$0.14 
Litten,Common,$0.14 
Lycanroc GX,Ultra Rare,$2.64 
Magikarp & Wailord GX (Alternate Full Art),Ultra Rare,$62.72 
Magikarp & Wailord GX (Secret),Secret Rare,$20.77 
Mankey,Common,$0.11 
Meowth,Common,$0.13 
Metal Goggles,Uncommon,$0.74 
Mightyena,Rare,$0.25 
Moltres,Holo Rare,$1.19 
Morgan (Full Art),Ultra Rare,$17.14 
Mr. Mime GX,Ultra Rare,$2.27 
Nanu,Uncommon,$0.22 
Nidoking,Rare,$1.12 
Nidoran F,Common,$0.21 
Nidorina,Uncommon,$0.27 
Ninetales,Rare,$0.41 
Nita (Full Art),Ultra Rare,$15.44 
Omastar,Holo Rare,$0.90 
Pangoro,Rare,$0.30 
Parasect,Rare,$0.34 
Persian,Uncommon,$0.15 
Pidgeotto,Common,$0.24 
Pidgey (122),Common,$0.23 
Pikachu & Zekrom GX (Full Art),Ultra Rare,$26.88 
Pinsir,Rare,$0.28 
Pokemon Communication (Secret),Secret Rare,$9.42 
Poochyena,Common,$0.19 
Psychic Energy (2019 Unnumbered),Common,$0.07 
Pupitar,Uncommon,$0.15 
Return Label,Uncommon,$0.11 
Sabrina's Suggestion (Full Art),Ultra Rare,$62.31 
Skarmory,Rare,$0.23 
Squirtle (22),Common,$0.40 
Starmie,Rare,$0.29 
Tapu Koko Prism Star,Prism Rare,$1.38 
Tentacool,Common,$0.10 
Torracat,Uncommon,$0.22 
Unidentified Fossil,Uncommon,$0.18 
Voltorb,Common,$0.10 
Vulpix,Common,$0.17 
Water Energy (2019 Unnumbered),Common,$0.08 
Weedle (2),Common,$0.14 
Wondrous Labyrinth Prism Star,Prism Rare,$0.74 
Zangoose,Holo Rare,$0.54 
Zebstrika,Rare,$0.24 
Zoroark,Holo Rare,$0.74 
Aegislash,Holo Rare,$0.41 
Alolan Exeggutor (114),Rare,$0.24 
Alolan Geodude (34),Common,$0.11 
Alolan Golem,Rare,$0.36 
Alolan Grimer,Common,$0.12 
Alolan Muk,Rare,$0.28 
Ampharos GX,Ultra Rare,$3.10 
Ampharos GX (Secret),Secret Rare,$16.48 
Beedrill,Rare,$0.33 
Bisharp,Rare,$0.23 
Blastoise,Rare,$4.44 
Brock's Grit,Uncommon,$0.27 
Bronzong,Rare,$0.38 
Buff Padding,Uncommon,$0.28 
Celebi & Venusaur GX (Full Art),Ultra Rare,$11.99 
Charizard,Rare,$6.48 
Charmander (12),Common,$0.23 
Cobalion GX,Ultra Rare,$2.26 
Cobalion GX (Secret),Secret Rare,$9.60 
Cosmoem,Uncommon,$0.24 
Dana,Uncommon,$0.14 
Dangerous Drill,Uncommon,$0.15 
Darkness Energy (2019 Unnumbered),Common,$0.07 
Dragonair,Uncommon,$0.30 
Dratini (116),Common,$0.19 
Eevee & Snorlax GX,Ultra Rare,$9.69 
Eevee & Snorlax GX (Secret),Secret Rare,$63.26 
Electrocharger (Secret),Secret Rare,$4.12 
Emolga,Common,$0.22 
Erika's Hospitality (Full Art),Ultra Rare,$53.89 
Evelyn (Full Art),Ultra Rare,$17.60 
Fairy Charm UB,Uncommon,$0.11 
Farfetch'd,Uncommon,$0.27 
Ferrothorn,Rare,$0.24 
Fire Energy (2019 Unnumbered),Common,$0.07 
Galvantula,Rare,$0.24 
Gengar & Mimikyu GX (Alternate Full Art),Ultra Rare,$71.72 
Gengar & Mimikyu GX (Secret),Secret Rare,$57.89 
Grass Energy (2019 Unnumbered),Common,$0.09 
Grimer,Common,$0.12 
Heliolisk,Uncommon,$0.12 
Hitmonchan,Uncommon,$0.23 
Honedge,Common,$0.12 
Hoopa GX (Full Art),Ultra Rare,$5.40 
Incineroar GX,Ultra Rare,$2.91 
Incineroar GX (Secret),Secret Rare,$12.06 
Ingo & Emmet (Full Art),Ultra Rare,$25.29 
Jasmine (Full Art),Ultra Rare,$35.75 
Joltik,Common,$0.15 
Judge Whistle (Secret),Secret Rare,$4.00 
Kabuto,Uncommon,$0.24 
Kakuna,Uncommon,$0.21 
Klefki,Common,$0.09 
Larvitar,Common,$0.11 
Latias & Latios GX (Alternate Full Art),Ultra Rare,$257.11 
Latias & Latios GX (Secret),Secret Rare,$38.68 
Lightning Energy (2019 Unnumbered),Common,$0.06 
Lugia,Holo Rare,$3.25 
Magikarp,Common,$0.22 
Magikarp & Wailord GX (Full Art),Ultra Rare,$14.14 
Mandibuzz,Rare,$0.24 
Mareep,Common,$0.11 
Metal Energy (2019 Unnumbered),Common,$0.05 
Metal Goggles (Secret),Secret Rare,$4.50 
Mimikyu,Rare,$0.49 
Morgan,Uncommon,$0.17 
Mr. Mime,Rare,$0.31 
Muk,Rare,$0.33 
Nanu (Full Art),Ultra Rare,$8.59 
Nidoqueen,Rare,$0.49 
Nidoran M,Common,$0.23 
Nidorino,Uncommon,$0.24 
Nita,Uncommon,$0.18 
Omanyte,Uncommon,$0.22 
Pancham,Common,$0.18 
Paras,Common,$0.14 
Pawniard,Common,$0.09 
Pidgeot,Rare,$0.81 
Pidgey (121),Common,$0.25 
Pikachu & Zekrom GX,Ultra Rare,$5.19 
Pikachu & Zekrom GX (Secret),Secret Rare,$83.93 
Pokemon Communication,Uncommon,$0.78 
Ponyta,Common,$0.18 
Primeape,Rare,$0.27 
Psyduck,Common,$0.23 
Rapidash,Uncommon,$0.24 
Sabrina's Suggestion,Uncommon,$0.13 
Shaymin Prism Star,Prism Rare,$1.18 
Spiritomb,Uncommon,$0.19 
Squirtle (23),Common,$0.56 
Staryu,Common,$0.09 
Tauros,Uncommon,$0.16 
Tentacruel,Uncommon,$0.19 
Tyranitar,Holo Rare,$1.37 
Viridian Forest,Uncommon,$0.41 
Vullaby,Common,$0.08 
Wartortle,Uncommon,$1.02 
Water Memory,Uncommon,$0.11 
Weedle (3),Common,$0.13 
Yveltal,Holo Rare,$1.18 
Zapdos,Holo Rare,$1.47 
Zeraora,Holo Rare,$0.84 
Zorua,Common,$0.10 
Chansey,Promo,$2.13 
Dratini,Promo,$6.47 
Growlithe,Promo,$11.09 
Machop,Promo,$4.03 
Pikachu,Promo,$25.60 
Psyduck,Promo,$9.11 
Cubone,Promo,$14.76 
Eevee,Promo,$10.10 
Horsea,Promo,$5.90 
Magnemite,Promo,$1.97 
Porygon,Promo,$3.38 
Slowpoke,Promo,$7.21 
Adventure Bag,Uncommon,$0.25 
Aether Foundation Employee,Uncommon,$0.11 
Alolan Dugtrio,Uncommon,$0.18 
Alolan Ninetales GX,Ultra Rare,$3.43 
Alolan Ninetales GX (Secret),Secret Rare,$24.05 
Alolan Vulpix,Common,$0.22 
Ariados,Uncommon,$0.11 
Bayleef,Uncommon,$0.25 
Beautifly,Rare,$0.20 
Blacephalon GX (Full Art),Ultra Rare,$5.06 
Blissey,Holo Rare,$0.56 
Brionne,Uncommon,$0.17 
Carbink (117),Common,$0.09 
Cascoon,Uncommon,$0.15 
Chandelure,Holo Rare,$1.08 
Chikorita (5),Common,$0.19 
Chinchou,Common,$0.10 
Choice Helmet (Secret),Secret Rare,$3.72 
Cofagrigus,Rare,$0.51 
Counter Gain,Uncommon,$0.21 
Cubchoo,Common,$0.08 
Custom Catcher (Secret),Secret Rare,$5.70 
Cyndaquil (39),Common,$0.26 
Dedenne (142),Uncommon,$0.17 
Delibird,Uncommon,$0.11 
Ditto Prism Star,Prism Rare,$3.35 
Durant,Common,$0.07 
Eevee,Common,$0.21 
Electivire,Rare,$0.28 
Electropower (Secret),Secret Rare,$8.92 
Espeon,Rare,$1.73 
Faba (Full Art),Ultra Rare,$6.17 
Fairy Charm G,Uncommon,$0.06 
Fairy Charm P,Uncommon,$0.16 
Forretress,Rare,$0.27 
Genesect GX,Ultra Rare,$1.91 
Genesect GX (Secret),Secret Rare,$11.64 
Giratina,Holo Rare,$2.16 
Granbull,Rare,$0.30 
Heat Factory Prism Star,Prism Rare,$1.07 
Heracross,Uncommon,$0.16 
Ho-Oh,Rare,$1.11 
Hoppip (12),Common,$0.14 
Houndour,Common,$0.16 
Judge (Full Art),Ultra Rare,$15.34 
Kahili,Uncommon,$0.13 
Kecleon (161),Uncommon,$0.16 
Kirlia,Uncommon,$0.21 
Lanturn,Rare,$0.24 
Larvitar (114),Common,$0.14 
Life Forest Prism Star,Prism Rare,$0.78 
Litwick,Common,$0.18 
Lost Blender (Secret),Secret Rare,$5.69 
Lugia GX (Full Art),Ultra Rare,$42.90 
Lusamine Prism Star,Prism Rare,$0.62 
Magcargo GX (Full Art),Ultra Rare,$3.08 
Magearna,Uncommon,$0.20 
Mareanie (105),Common,$0.14 
Mareep (75),Common,$0.24 
Marill,Common,$0.14 
Meloetta,Rare,$0.37 
Miltank,Rare,$0.39 
Mimikyu GX (Full Art),Ultra Rare,$14.48 
Mina,Uncommon,$0.18 
Mixed Herbs,Uncommon,$0.17 
Moomoo Milk,Uncommon,$0.14 
Morty,Uncommon,$0.13 
Naganadel,Holo Rare,$1.11 
Net Ball,Uncommon,$1.22 
Nihilego,Holo Rare,$1.53 
Ninjask,Uncommon,$0.16 
Pachirisu,Common,$0.15 
Pikipek (163),Common,$0.09 
Pineco,Common,$0.08 
Poipole,Common,$0.16 
Popplio (65),Common,$0.12 
Professor Elm's Lecture,Uncommon,$0.19 
